Event_id,Episode,Alert,Date ,Name,Country,Storm_Surge_Height
1001008,49,SS,17 Sep 2023 03:00,Cape Enrage,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Jacquet River,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Maria,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Black Cape,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Pointe Verte,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Green Point,Canada,0.8
1001008,49,SS,17 Sep 2023 03:00,Caplan,Canada,0.8
1001008,49,SS,17 Sep 2023 01:00,Parkers Cove,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Morden,Canada,0.7
1001008,49,SS,16 Sep 2023 18:00,Salmon River,Canada,0.7
1001008,49,SS,16 Sep 2023 18:00,Port Maitland,Canada,0.7
1001008,49,SS,16 Sep 2023 09:00,Hyannis,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Yarmouth Station,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,West Yarmouth,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Yarmouth,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,West Dennis,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,North Harwich,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Dennis Port,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Northwest Harwich,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Harwich,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Harwich Center,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Harwich Port,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Harwich,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,West Chatham,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Old Harbor,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Shooters Island,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Quitnesset,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Chatham,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Orleans,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Chatham Port,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,East Orleans,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,North Chatham,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Tonset,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Nauset Heights,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Osterville,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,West Barnstable,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Centerville,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Pond Village,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Barnstable,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Cobbs Village,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Yarmouth Port,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Dennis,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,East Dennis,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Dennis,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Brewster,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Truro,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Brewster,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,East Brewster,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Truro,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,East Harwich,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Wellfleet,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Namskaket,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Rock Harbor,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Campground Landing,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,North Eastham,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Silver Spring Beach,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Kingsbury Beach,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,First Encounter Beach,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Newcomb Hollow,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,South Wellfleet,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Cahoon Hollow,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Fresh Brook,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Lecount Hollow,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Eastham,United States,0.7
1001008,49,SS,16 Sep 2023 09:00,Weeset,United States,0.7
1001008,49,SS,16 Sep 2023 12:00,Provincetown,United States,0.7
1001008,49,SS,16 Sep 2023 12:00,Wood End,United States,0.7
1001008,49,SS,16 Sep 2023 12:00,Beach Point,United States,0.7
1001008,49,SS,16 Sep 2023 12:00,North Truro,United States,0.7
1001008,49,SS,17 Sep 2023 03:00,Saint-Simeon,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Hall Harbour,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,Millerand,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,Etang-du-Nord,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,L' Ile-du-Hauvre-Aubert,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,Grand-Ruisseau,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,Havre-Aubert,Canada,0.7
1001008,49,SS,17 Sep 2023 14:00,Cap-aux-Meules,Canada,0.7
1001008,49,SS,17 Sep 2023 10:00,Rustico,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,Riviere-du-Loup,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,Cacouna,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,Saint-Georges-de-Cacouna,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,L'Isle Verte,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,St-Firmin,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,Tadoussac,Canada,0.7
1001008,49,SS,17 Sep 2023 06:00,Notre-Dame-du-Portage,Canada,0.7
1001008,49,SS,17 Sep 2023 09:00,Ste.Louise,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Port Greville,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Nigadoo,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Bonaventure,Canada,0.7
1001008,49,SS,17 Sep 2023 03:00,Canning,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Port Williams,Canada,0.6
1001008,49,SS,16 Sep 2023 14:00,Port Mouton,Canada,0.6
1001008,49,SS,16 Sep 2023 14:00,Western Head,Canada,0.6
1001008,49,SS,17 Sep 2023 09:00,Beresford,Canada,0.6
1001008,49,SS,17 Sep 2023 09:00,Bathurst,Canada,0.6
1001008,49,SS,17 Sep 2023 09:00,Janeville,Canada,0.6
1001008,49,SS,17 Sep 2023 09:00,Stonehaven,Canada,0.6
1001008,49,SS,16 Sep 2023 08:00,Sandwich,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Pine Tree Corner,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Mashpee,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Mashpee Neck,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Santuit,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Cotuit,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Newtown,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,East Sandwich,United States,0.6
1001008,49,SS,16 Sep 2023 08:00,Marstons Mills,United States,0.6
1001008,49,SS,17 Sep 2023 07:00,Grandes-Bergeronnes,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,St-Elois-Station,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,New Carlisle,Canada,0.6
1001008,49,SS,16 Sep 2023 14:00,Petite Riviere Bridge,Canada,0.6
1001008,49,SS,17 Sep 2023 11:00,Cherry Valley,Canada,0.6
1001008,49,SS,17 Sep 2023 11:00,Flat River,Canada,0.6
1001008,49,SS,17 Sep 2023 11:00,Vernon Bridge,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Paspebiac,Canada,0.6
1001008,49,SS,17 Sep 2023 08:00,Pont Lafrance,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Les Escoumins,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Trois-Pistoles,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Grande Anse,Canada,0.6
1001008,49,SS,16 Sep 2023 19:00,Pugwash,Canada,0.6
1001008,49,SS,16 Sep 2023 19:00,Wallace Bay,Canada,0.6
1001008,49,SS,16 Sep 2023 19:00,Wallace,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,St-Godefroi,Canada,0.6
1001008,49,SS,16 Sep 2023 12:00,Pondville,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Bournedale,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,White Horse Beach,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Cedarville,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Cedar Bushes,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Ellisville,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Vallersville,United States,0.6
1001008,49,SS,16 Sep 2023 12:00,Sagamore,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Surfside,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Monomoy,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Quaise,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Polpis,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Wauwinet,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Hoicks Hollow,United States,0.6
1001008,49,SS,16 Sep 2023 07:00,Siasconset,United States,0.6
1001008,49,SS,16 Sep 2023 13:00,Milton,Canada,0.6
1001008,49,SS,16 Sep 2023 13:00,Liverpool,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Sault-au-Mouton,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Saint Paul du Nord,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Portneuf-sur-Mer,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,St-Fabien,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Saint-Fabien,Canada,0.6
1001008,49,SS,17 Sep 2023 09:00,Caraquet,Canada,0.6
1001008,49,SS,17 Sep 2023 12:00,Grande-Entree,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Scots Bay,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Kingsport,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Wolfville,Canada,0.6
1001008,49,SS,17 Sep 2023 03:00,Parrsboro,Canada,0.6
1001008,49,SS,17 Sep 2023 10:00,Bas-Caraquet,Canada,0.6
1001008,49,SS,17 Sep 2023 10:00,La Goulet,Canada,0.6
1001008,49,SS,17 Sep 2023 10:00,Shippagan,Canada,0.6
1001008,49,SS,17 Sep 2023 10:00,Pointe-Canot,Canada,0.6
1001008,49,SS,17 Sep 2023 10:00,Lameque,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Sainte-Anne-de-Portneuf,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Bic,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Rimouski,Canada,0.6
1001008,49,SS,16 Sep 2023 23:00,Centreville,Canada,0.6
1001008,49,SS,17 Sep 2023 00:00,Waterford,Canada,0.6
1001008,49,SS,17 Sep 2023 07:00,Forestville,Canada,0.6
1001008,49,SS,16 Sep 2023 14:00,Mill Village,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Evanston,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Port-Daniel,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Port-Daniel-Est,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Gascons-Ouest,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Gascons,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Monastery,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Port Hood,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Havre Boucher,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Frankville,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Judique,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Long Point,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Troy,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Port Hastings,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Mulgrave,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Mabou,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Port Hawkesbury,Canada,0.5
1001008,49,SS,17 Sep 2023 23:00,Point Tupper,Canada,0.5
1001008,49,SS,16 Sep 2023 09:00,Cox Corner,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Humarock,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,South Duxbury,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Kent Park,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Plymouth,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Duxbury,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Rexhame,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Brant Rock,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Jabez Corner,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,South Pond,United States,0.5
1001008,49,SS,16 Sep 2023 09:00,Beach Park,United States,0.5
1001008,49,SS,16 Sep 2023 18:00,Prospect,Canada,0.5
1001008,49,SS,16 Sep 2023 18:00,Terence Bay,Canada,0.5
1001008,49,SS,16 Sep 2023 18:00,Halifax,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Cap Colombier,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Luceville,Canada,0.5
1001008,49,SS,16 Sep 2023 19:00,Meteghan,Canada,0.5
1001008,49,SS,17 Sep 2023 11:00,Tatamagouche,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Bersimis,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Betsiamites,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Mont-Joli,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Price,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Grand Metis,Canada,0.5
1001008,49,SS,17 Sep 2023 10:00,Charlottetown,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,La Malbaie,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Sainte-Anne-de-La-Pocatiere,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Saint-Fidele,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Riviere-Ouelle,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Port-au-Saumon,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Saint-Denis-de-la-Bouteillerie,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Saint-Denis,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Saint-Germain-de-Kamouraska,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Saint-Andre,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Ragueneau,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Pointe-aux-Outardes,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Metis Beach,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Baie-des-Sables,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Chute-aux-Outardes,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Hauterive,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Pointe-Lebel,Canada,0.5
1001008,49,SS,16 Sep 2023 12:00,Lawrencetown,Canada,0.5
1001008,49,SS,16 Sep 2023 12:00,Seaforth,Canada,0.5
1001008,49,SS,16 Sep 2023 12:00,East Chezzetcook,Canada,0.5
1001008,49,SS,16 Sep 2023 12:00,Musquodoboit Harbour,Canada,0.5
1001008,49,SS,17 Sep 2023 11:00,Morell,Canada,0.5
1001008,49,SS,17 Sep 2023 06:00,Baie-Comeau,Canada,0.5
1001008,49,SS,17 Sep 2023 06:00,Franquelin,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Saint-Ulric,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Matane,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Felix Cove,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Port au Port,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Fischell,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Fox Island River,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Point au Mal,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Stephenville,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Shallop Cove,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Saint George's,Canada,0.5
1001008,49,SS,17 Sep 2023 20:00,Stephenville Crossing,Canada,0.5
1001008,49,SS,17 Sep 2023 00:00,Weymouth,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Ste-Felicite,Canada,0.5
1001008,49,SS,17 Sep 2023 06:00,Godbout,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Grosses-Roches,Canada,0.5
1001008,49,SS,16 Sep 2023 08:00,Clifton,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Kenberma,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Hingham,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Marblehead,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,North Cohasset,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Black Rock,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Beechwood,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Cohasset,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Mungo Corner,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,North Scituate,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Minot,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Egypt,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Greenbush,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Tarkiln,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Shore Acres,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Scituate,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Marshfield Hills,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Fourth Cliff,United States,0.5
1001008,49,SS,16 Sep 2023 08:00,Marshfield,United States,0.5
1001008,49,SS,17 Sep 2023 00:00,Tiverton,Canada,0.5
1001008,49,SS,17 Sep 2023 00:00,Church Point,Canada,0.5
1001008,49,SS,17 Sep 2023 01:00,Saint John,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Pointe-des-Monts,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Baie-Trinite,Canada,0.5
1001008,49,SS,17 Sep 2023 07:00,Les Islets-Caribou,Canada,0.5
1001008,49,SS,17 Sep 2023 09:00,Chandler,Canada,0.4
1001008,49,SS,17 Sep 2023 09:00,Pabos,Canada,0.4
1001008,49,SS,17 Sep 2023 07:00,Cap-Chat,Canada,0.4
1001008,49,SS,17 Sep 2023 23:00,Antigonish,Canada,0.4
1001008,49,SS,17 Sep 2023 23:00,Cape George,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Margaree Harbour,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Grand-Etang,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Cheticamp,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Petit-Etang,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Pleasant Bay,Canada,0.4
1001008,49,SS,17 Sep 2023 22:00,Margaree,Canada,0.4
1001008,49,SS,16 Sep 2023 09:00,Madaket,United States,0.4
1001008,49,SS,16 Sep 2023 09:00,Fishers Landing,United States,0.4
1001008,49,SS,16 Sep 2023 09:00,Cisco,United States,0.4
1001008,49,SS,16 Sep 2023 09:00,Nantucket,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Revere,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Quincy,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Winthrop,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Raddin Station,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Point of Pines,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Lynn,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Fort Dawes,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Houghs Neck,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Idlewell,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Weymouth,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Fort Andrews,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Nahant,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Tuttleville,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Fort Hill,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Swampscott,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Hull,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Crow Point,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Rial Side,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Salem,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Montserrat,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Centerville,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Beverly,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Beverly Farms,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Manchester,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Kettle Cove Village,United States,0.4
1001008,49,SS,16 Sep 2023 08:00,Freshwater Cove Village,United States,0.4
1001008,49,SS,16 Sep 2023 19:00,Westport,Canada,0.4
1001008,49,SS,16 Sep 2023 19:00,Freeport,Canada,0.4
1001008,49,SS,16 Sep 2023 19:00,Eastern Passage,Canada,0.4
1001008,49,SS,17 Sep 2023 18:00,Lourdes,Canada,0.4
1001008,49,SS,17 Sep 2023 18:00,Ship Cove,Canada,0.4
1001008,49,SS,16 Sep 2023 14:00,Sambro,Canada,0.4
1001008,49,SS,17 Sep 2023 11:00,Caribou Island,Canada,0.4
1001008,49,SS,17 Sep 2023 11:00,White Sands,Canada,0.4
1001008,49,SS,17 Sep 2023 11:00,Pictou Island,Canada,0.4
1001008,49,SS,17 Sep 2023 11:00,Georgetown,Canada,0.4
1001008,49,SS,17 Sep 2023 11:00,Murray Harbour,Canada,0.4
1001008,49,SS,17 Sep 2023 09:00,Grande-Riviere,Canada,0.4
1001008,49,SS,17 Sep 2023 07:00,Ste-anne-des-monts,Canada,0.4
1001008,49,SS,17 Sep 2023 07:00,Tourelle,Canada,0.4
1001008,49,SS,16 Sep 2023 04:00,Oak Bluffs,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,Jerneganville,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,Edgartown,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,Katama,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,Wepua Point,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,Teaticket,United States,0.4
1001008,49,SS,16 Sep 2023 04:00,East Falmouth,United States,0.4
