Event_id,Episode,Countries,Start_date,Duration,Impact,Event_summary
1012728,52,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",End of Oct 2018,521 days,Severe impact for agricultural drought in 150282 km2,Serious risk of humanitarian impacts for the exposed population.
