Event_id,Episode,Alert,N,Date,Max_Winds,Population_in_tropical_storm,Population_in_Cat1_and_above,Countries
1001110,41,Green,12,05 Oct 2024 09:00,148,No people,No people,
1001110,41,Green,13,05 Oct 2024 15:00,139,No people,No people,
1001110,41,Green,14,05 Oct 2024 21:00,130,No people,No people,
1001110,41,Green,15,06 Oct 2024 03:00,130,No people,No people,
1001110,41,Green,16,06 Oct 2024 09:00,148,No people,No people,
1001110,41,Green,17,06 Oct 2024 15:00,157,No people,No people,
1001110,41,Green,18,06 Oct 2024 21:00,148,No people,No people,
1001110,41,Green,19,07 Oct 2024 03:00,148,No people,No people,
1001110,41,Green,20,07 Oct 2024 09:00,148,No people,No people,
1001110,41,Green,21,07 Oct 2024 15:00,139,No people,No people,
1001110,41,Green,22,07 Oct 2024 21:00,130,No people,No people,
1001110,41,Green,23,08 Oct 2024 03:00,120,No people,No people,
1001110,41,Green,24,08 Oct 2024 09:00,111,No people,No people,
1001110,41,Green,25,08 Oct 2024 15:00,111,No people,No people,
1001110,41,Green,26,08 Oct 2024 21:00,130,No people,No people,
1001110,41,Green,27,09 Oct 2024 03:00,148,No people,No people,
1001110,41,Green,28,09 Oct 2024 09:00,139,No people,No people,
1001110,41,Green,29,09 Oct 2024 15:00,157,No people,No people,
1001110,41,Green,30,09 Oct 2024 21:00,157,5 thousand,No people,Portugal
1001110,41,Green,31,10 Oct 2024 03:00,185,5 thousand,No people,Portugal
1001110,41,Green,32,10 Oct 2024 09:00,167,No people,No people,
1001110,41,Green,33,10 Oct 2024 15:00,148,30 thousand,No people,Portugal
1001110,41,Green,34,10 Oct 2024 21:00,111,Few people,No people,Portugal
1001110,41,Green,35,11 Oct 2024 03:00,102,No people,No people,
1001110,41,Green,36,11 Oct 2024 09:00,93,100 thousand,No people,Portugal
1001110,41,Green,37,11 Oct 2024 15:00,83,5 thousand,No people,Portugal
1001110,41,Green,38,11 Oct 2024 21:00,83,10 thousand,No people,Portugal
1001110,41,Green,39,12 Oct 2024 03:00,83,9 thousand,No people,Portugal
1001110,41,Green,40,12 Oct 2024 09:00,83,230 thousand,No people,Portugal
1001110,41,Green,41,12 Oct 2024 15:00,83,No people,No people,
1001111,23,Green,1,05 Oct 2024 15:00,176,18.6 million,4.9 million,United States
1001111,23,Orange,2,05 Oct 2024 21:00,185,20.6 million,6.6 million,United States
1001111,23,Orange,3,06 Oct 2024 03:00,194,24 million,6.6 million,United States
1001111,23,Orange,4,06 Oct 2024 09:00,194,19.8 million,6.4 million,United States
1001111,23,Orange,5,06 Oct 2024 15:00,194,20.7 million,1.8 million,United States
1001111,23,Orange,6,06 Oct 2024 21:00,194,24.5 million,2.3 million,United States
1001111,23,Red,7,07 Oct 2024 03:00,213,23.9 million,2.6 million,United States
1001111,23,Orange,8,07 Oct 2024 09:00,204,22.3 million,3.6 million,"Mexico, United States"
1001111,23,Orange,9,07 Oct 2024 12:00,231,22.8 million,3.7 million,"Mexico, United States"
1001111,23,Red,10,07 Oct 2024 15:00,231,26.7 million,7.9 million,"Mexico, United States"
1001111,23,Red,11,07 Oct 2024 21:00,231,26.2 million,7.8 million,"Mexico, United States"
1001111,23,Orange,12,08 Oct 2024 03:00,204,24.6 million,7.1 million,"Mexico, United States"
1001111,23,Red,13,08 Oct 2024 09:00,231,24.5 million,6 million,"Mexico, United States"
1001111,23,Orange,14,08 Oct 2024 15:00,204,25.4 million,4.3 million,"Mexico, United States"
1001111,23,Orange,15,08 Oct 2024 21:00,241,25.1 million,3.6 million,"Mexico, United States"
1001111,23,Red,16,09 Oct 2024 03:00,213,24.5 million,4.5 million,"Mexico, United States"
1001111,23,Red,17,09 Oct 2024 09:00,241,24.5 million,5.5 million,"Mexico, United States"
1001111,23,Orange,18,09 Oct 2024 15:00,204,26.7 million,3.5 million,"Mexico, United States"
1001111,23,Orange,19,09 Oct 2024 21:00,194,27.2 million,5.2 million,"Mexico, United States"
1001111,23,Green,20,10 Oct 2024 03:00,167,24.9 million,4.2 million,"Mexico, United States"
1001111,23,Green,21,10 Oct 2024 09:00,139,24.7 million,4.8 million,"Mexico, United States"
1001111,23,Green,22,10 Oct 2024 15:00,130,27 million,4.8 million,"Mexico, United States"
1001111,23,Green,23,10 Oct 2024 21:00,111,26 million,4.8 million,"Mexico, United States"
1001112,15,Green,1,06 Oct 2024 06:00,93,No people,No people,
1001112,15,Green,2,06 Oct 2024 12:00,111,No people,No people,Russian Federation
1001112,15,Green,3,06 Oct 2024 18:00,111,5 thousand,No people,Russian Federation
1001112,15,Green,4,07 Oct 2024 00:00,120,2 thousand,No people,Russian Federation
1001112,15,Green,5,07 Oct 2024 06:00,120,No people,No people,
1001112,15,Green,6,07 Oct 2024 12:00,120,No people,No people,
1001112,15,Green,7,07 Oct 2024 18:00,120,No people,No people,
1001112,15,Green,8,08 Oct 2024 00:00,111,No people,No people,
1001112,15,Green,9,08 Oct 2024 06:00,111,Few people,No people,Russian Federation
1001112,15,Green,10,08 Oct 2024 12:00,102,2 thousand,No people,Russian Federation
1001112,15,Green,11,08 Oct 2024 18:00,46,No people,No people,
1001112,15,Green,12,09 Oct 2024 12:00,93,6 thousand,No people,Russian Federation
1001112,15,Green,13,09 Oct 2024 18:00,74,Few people,No people,Russian Federation
1001112,15,Green,14,10 Oct 2024 00:00,93,5 thousand,No people,Russian Federation
1001112,15,Green,15,10 Oct 2024 06:00,83,Few people,No people,Russian Federation
