Event_id,Episode,Site,Type,Name,Country
1000086,1,Site-Yogyakarta,Research reactor,KARTINI-PSTA,Indonesia
1000087,1,Site-City of Mexico,Research reactor,Nuclear Chicago Mod 9000,Mexico
1000087,1,Site-La Marquesa,Research reactor,TRIGA Mark III,Mexico
