Event_id,Episode,Name,IATA_Code,Elevation_in_m,Usage,Runway_type,IFR,Runway_Length_in_ft
1001066,13,Cerro Azul,,137,,,,0
1001066,13,Santa Barbara,,299,,,,0
1001066,13,Cabo Roja,,7,,,,0
1001066,13,La Pesca,,5,,,,0
1001066,13,Cuernavaca,CVJ,1280,Civ.,Paved,Yes,9000
1001066,13,San Fernando,,49,,,,0
1001066,13,Carvajal,,7,,,,0
1001066,13,Fausto Vega Santander,,3,,,,0
1001066,13,Tlaxcala,,2500,,,,0
1001066,13,Tajin,PAZ,138,Civ.,Paved,Yes,5900
1001066,13,Agualeguas Old,,206,,,,0
1001066,13,Agualeguas,,207,,,,0
1001066,13,Huejotsingo,PBC,2241,Civ.,Paved,Yes,11800
1001066,13,Iguala,,865,,,,0
1001066,13,Rancho San Salvador Ne,,274,,,,0
1001066,13,Ixtapa Zihuatanejo International,ZIH,6,Civ.,Paved,Yes,8200
1001066,13,El Mezquite,,5,,,,0
1001066,13,Falcon Dam,,46,,,,0
1001066,13,Roma Falcon,FAL,unknown,,,,0
1001066,13,Starr County,,85,,,,0
1001066,13,Gen Lucio Blanco International,REX,39,Civ.,Paved,Yes,6200
1001066,13,Putz,,35,,,,0
1001066,13,Miller International,MFE,33,Civ.,Paved,Yes,7100
1001066,13,Gross (Private),,48,,,,0
1001066,13,Mid-Valley Dusters Inc,,28,,,,0
1001066,13,Chilpancingo,,1280,Civ.,Paved,No,4400
1001066,13,Moore Field,,67,,,,0
1001066,13,Progreso,,21,,,,0
1001066,13,Zapata County,,128,,,,0
1001066,13,Mid Valley,,21,,,,0
1001066,13,Corralitos,,110,,,,0
1001066,13,Norman & White,,27,,,,0
1001066,13,Matamoros,MAM,8,Civ.,Paved,Yes,7500
1001066,13,Old Reb,,18,,,,0
1001066,13,Diamond O Ranch,,128,,,,0
1001066,13,Edinburg Rio Grande Valley,,24,,,,0
1001066,13,Cannon Aviation,,20,,,,0
1001066,13,Jennings Ranch,,134,,,,0
1001066,13,Shofner Farms,,17,,,,0
1001066,13,Farmer's Co-op,,11,,,,0
1001066,13,Columbia Valley Regional,,8,,,,0
1001066,13,Zachry Ranch,,180,,,,0
1001066,13,South Padre Island International,BRO,7,Civ.,Paved,Yes,7400
1001066,13,San Rafael Ranch,,96,,,,0
1001066,13,Valley Baptist Medical Center,,18,,,,0
1001066,13,San Benito Municipal,,9,,,,0
1001066,13,AG Air Inc.,,9,,,,0
1001066,13,Puesta Del Sol,,128,,,,0
1001066,13,Rio Grande Valley International,HRL,11,Civ.,Paved,Yes,8300
1001066,13,El Lencero,JAL,875,Civ.,Paved,No,5500
1001066,13,Texas Air Museum,,9,,,,0
1001066,13,Bell Airfield,,9,,,,0
1001066,13,Drennan Farm,,8,,,,0
1001066,13,Kaffie Ranch,,137,,,,0
1001066,13,Pie de la Cuesta,,6,,,,0
1001066,13,El Coyote Ranch,,60,,,,0
1001066,13,T R Funk Inc.,,7,,,,0
1001067,43,Howard Memorial Hospital,,167,,,,0
1001067,43,Howard County,HCA,167,,,,0
1001067,43,Pike County Hospital,,102,,,,0
1001067,43,Hope Municipal,,110,,,,0
1001067,43,Head Airfield,,134,,,,0
1001067,43,Glenn Winchester,,111,,,,0
1001067,43,Medical Park Hospital,,114,,,,0
1001067,43,Kizer Field,,95,,,,0
1001067,43,Pine Prairie,,98,,,,0
1001067,43,Flying W,,81,,,,0
1001067,43,Texarkana Municipal,TXK,119,Civ.,Paved,Yes,6600
1001067,43,Shilling's,,107,,,,0
1001067,43,St Michael Hospital,,335,,,,0
1001067,43,Reed-joseph Land Co,,69,,,,0
1001067,43,Community Hospital of De Queen,,122,,,,0
1001067,43,J Lynn Helms Sevier County,,107,Civ.,Paved,Yes,5000
1001067,43,Red River Army Depot,,91,,,,0
1001067,43,Wilson,,70,,,,0
1001067,43,Magnolia Hospital,,94,,,,0
1001067,43,Magnolia Municipal,AGO,95,Civ.,Paved,Yes,4600
1001067,43,Ashford Field,,93,,,,0
1001067,43,Broken Bow,,123,,,,0
1001067,43,Atlanta Municipal,,82,Civ.,Paved,Yes,3800
1001067,43,Ida's,,87,,,,0
1001067,43,Mc Curtain Memorial Hospital,,146,,,,0
1001067,43,Springhill,,66,Civ.,Paved,Yes,4000
1001067,43,Idabel,,155,,,,0
1001067,43,Springhill,,66,,,,0
1001067,43,Goodwin Field,ELD,84,Civ.,Paved,Yes,6500
1001067,43,Haynesville,,106,,,,0
1001067,43,Key's Ranch,,105,,,,0
1001067,43,Boon / Lovelace,,131,,,,0
1001067,43,Gilliam,,59,,,,0
1001067,43,Vivian,,79,,,,0
1001067,43,Russells Ranch,,122,,,,0
1001067,43,David Granberry Memorial Hospital,,128,,,,0
1001067,43,Thackers,,62,,,,0
1001067,43,Greater Morris County,,123,,,,0
1001067,43,Belcher Airpatch,,85,,,,0
1001067,43,Clarksville Red River County,,134,,,,0
1001067,43,T & M Ag Aviation,,56,,,,0
1001067,43,Manning Field,,98,,,,0
1001067,43,Fly-n-Fish Lodge,,59,,,,0
1001067,43,Homer Municipal,,74,,,,0
1001067,43,L J Earnest,,50,,,,0
1001067,43,Cypress River,,67,,,,0
1001067,43,Eagle Landing,,116,,,,0
1001067,43,Titus Regional Medical Center,,129,,,,0
1001067,43,Lone Star Steel County,,87,,,,0
1001067,43,Minden Webster,,85,,,,0
1001067,43,Mount Pleasant Municipal,,123,,,,0
1001067,43,Mount Pleasant Regional,,110,,,,0
1001067,43,Mc Kenzie Field,,110,,,,0
1001067,43,Shreveport Downtown,DTN,55,Civ.,Paved,Yes,4400
1001067,43,Bossier Medical Center,,50,,,,0
1001067,43,La State Police Troop G,,51,,,,0
1001067,43,Hall,,107,,,,0
1001067,43,Barksdale AFB,BAD,51,Mil.,Paved,Yes,11700
1001067,43,Lsu Medical Center,,62,,,,0
1001067,43,Verhalen,,122,,,,0
1001067,43,Shreveport Regional,SHV,79,Civ.,Paved,Yes,8300
1001067,43,Franklin County,,127,,,,0
1001067,43,Waskom,,85,,,,0
1001067,43,Harrison County,ASL,109,Civ.,Paved,Yes,5000
1001067,43,Mac Kay,,107,,,,0
1001067,43,Mt Vernon Medical Center,,147,,,,0
1001067,43,Schumpert Clinic South,,49,,,,0
1001067,43,Cox Field,PRX,167,Civ.,Paved,Yes,6000
1001067,43,Wadley Regional Medical Center,,106,,,,0
1001067,43,Arcadia Bienville Parish,,134,,,,0
1001067,43,Lucien,,64,,,,0
1001067,43,Burress,,148,,,,0
1001067,43,Charlie,,73,,,,0
1001067,43,Old Hickory Ranch,,55,,,,0
1001067,43,Naylor,,47,,,,0
1001067,43,Pilkinton Airstrip,,45,,,,0
1001067,43,Gilmer Upshur County,,126,,,,0
1001067,43,East Side,,114,,,,0
1001067,43,Heinsohn's Airfield,,70,,,,0
1001067,43,Winnsboro Municipal,,156,,,,0
1001067,43,Loggy Bayou Plantation,,84,,,,0
1001067,43,Caddo Detention Center,,90,,,,0
1001067,43,Oak Glen Ranch,,131,,,,0
1001067,43,Flying B,,163,,,,0
1001067,43,Gregg County,GGG,111,Civ.,Paved,Yes,10000
1001067,43,Gladewater Municipal,,91,,,,0
1001067,43,Ambassador Field,,119,,,,0
1001067,43,Holly Lake Ranch,,125,,,,0
1001067,43,Kilgore,,111,,,,0
1001067,43,Hawk Ranch,,102,,,,0
1001067,43,Sulphur Springs Municipal,SLR,149,Civ.,Paved,Yes,5000
1001067,43,Panola Co Sharpe Field,,75,,,,0
1001067,43,Roy H Laird Memorial Hospital,,105,,,,0
1001067,43,Panola General Hospital,,90,,,,0
1001067,43,Desoto Parish,,99,,,,0
1001067,43,Trap Travelstead Field,,131,,,,0
1001067,43,Kay Ranch,,96,,,,0
1001067,43,Stuart Airstrip,,40,,,,0
1001067,43,Mineola Quitman,,132,,,,0
1001067,43,Cchcc,,31,,,,0
1001068,4,Tajin,PAZ,138,Civ.,Paved,Yes,5900
1001068,4,Tlaxcala,,2500,,,,0
1001068,4,Fausto Vega Santander,,3,,,,0
1001068,4,El Lencero,JAL,875,Civ.,Paved,No,5500
1001068,4,Las Bajadas,VER,29,Civ.,Paved,Yes,7800
1001071,14,Ningming,,125,,,,0
1001071,14,Hai Phong Cat Bi,HPH,30480,Civ.,Paved,No,7800
1001071,14,Hai Phong Kien An,,4,,,,0
1001071,14,Kep,,12,,,,0
1001071,14,Jtalaishi,,121,,,,0
1001071,14,Foluo Northeast,,165,,,,0
1001071,14,Sanya (Fenghuang),SYX,28,Civ.,Paved,Yes,11100
1001071,14,Sanya-Yaxian,,15,,,,0
1001071,14,Lingshui,,25,,,,0
1001072,24,,,15,,,,0
1001072,24,,,19,,,,0
1001072,24,Changle,FOC,14,Civ.,Paved,Yes,11800
1001072,24,Matsu South,,30,,,,0
1001072,24,,,24,,,,0
1001072,24,Ma Tsu,,13,Civ.,Paved,No,2900
1001072,24,Qingyang,IQN,21,,,,0
1001072,24,Jinjiang,JJN,6,,,,0
1001072,24,Shang-Yi,KNH,12,Mil.,Paved,Yes,9800
1001072,24,Shatou,,9,,,,0
1001072,24,Xiamen / Gaoqi,XMN,18,Civ.,Paved,Yes,8800
1001072,24,Ta Shan Ting,,40,,,,0
1001072,24,Hsinchu,HSZ,8,Civ.,Paved,Yes,12000
1001072,24,Ao Hu Kou,,152,,,,0
1001072,24,Ching Chuan Kang AB,,203,Mil.,Paved,No,12000
1001072,24,Chiang Kai Shek International,TPE,33,Civ.,Paved,Yes,12000
1001072,24,Highway Strip 58 60,,120,,,,0
1001072,24,Taoyuan,,45,Mil.,Paved,No,10000
1001072,24,Taichung,TXG,112,Mil.,Paved,Yes,5300
1001072,24,Lung Tan,,241,Civ.,Paved,No,3200
1001072,24,Pa Kuei,,141,,,,0
1001072,24,,,17,,,,0
1001072,24,Highway Strip 206,,23,,,,0
1001072,24,Sungshan,TSA,6,Civ.,Paved,Yes,8500
1001072,24,Makung AB,MZG,31,Mil.,Paved,Yes,6500
1001072,24,Jiangluo,,183,,,,0
1001072,24,P Eng Hu,,21,,,,0
1001072,24,Lishan,LHN,unknown,,,,0
1001072,24,Sun Moon Lake,SMT,unknown,,,,0
1001072,24,Wang An,,30,,,,0
1001072,24,Highway Strip 260,,30,,,,0
1001072,24,,,9,,,,0
1001072,24,Chiayi,CYI,25,Civ.,Paved,Yes,10000
1001072,24,Chi Mei,CMJ,unknown,,,,0
1001072,24,Liangcheng,,381,,,,0
1001072,24,,,210,,,,0
1001072,24,Highway Strip 296 298,,9,,,,0
1001072,24,Hualien,HUN,16,Civ.,Paved,Yes,9000
1001072,24,Wenzhou,WNZ,4,,,,0
1001072,24,Kuei Jen,,30,,,,0
1001072,24,Tainan,TNN,19,Mil.,Paved,Yes,10000
1001072,24,Highway Strip 331 334,,11,,,,0
1001072,24,Kangshan,,10,Mil.,Paved,No,7500
1001072,24,Tso Ying,,9,,,,0
1001072,24,Pingtung North,,29,Mil.,Paved,No,8000
1001072,24,Pingtung South,,24,Mil.,Paved,Yes,7800
1001072,24,Kaohsiung International,KHH,9,Civ.,Paved,Yes,10300
1001072,24,Meixian,MXZ,93,,,,0
1001072,24,Feng Nin,,42,Civ.,Paved,Yes,7900
1001072,24,Shantou Northeast,SWA,3,,,,0
1001072,24,Taitung,TTT,37,Mil.,Paved,No,11000
1001072,24,Meixian Af P,,101,,,,0
1001072,24,Quxian,,58,,,,0
1001072,24,Yonaguni,OGN,21,Civ.,Paved,Yes,4900
1001072,24,Green Island,GNI,8,Civ.,Paved,No,3300
1001072,24,,,44,,,,0
1001072,24,Long You,,60,,,,0
1001072,24,Hengchun,HCN,13,Civ.,Paved,No,3500
1001072,24,Yiwu,YIW,56,,,,0
1001072,24,Orchid Island,KYD,10,Civ.,Paved,No,4500
1001072,24,Nanchang / Xiangtang,,30,,,,0
1001072,24,Linjiang,,39,,,,0
1001072,24,Fouliang Af P,JDZ,61,,,,0
1001072,24,Tunxi,TXN,107,,,,0
1001072,24,Jian,,59,,,,0
1001072,24,Hateruma,HTR,unknown,,,,0
1001072,24,Iriomote Jima,,12,,,,0
1001072,24,Nanchang New,,30,,,,0
1001072,24,Changbei,KHN,40,,,,0
1001072,24,Ishigaki,ISG,26,Civ.,Paved,Yes,4900
1001072,24,,,9,,,,0
1001072,24,Mahuiling,JIU,40,,,,0
1001072,24,Lushan,LUZ,unknown,,,,0
1001072,24,Shimojishima,SHI,16,Civ.,Paved,Yes,9800
1001072,24,Hirara,MMY,45,Civ.,Paved,Yes,6500
1001072,24,Basco,BSO,56,Civ.,Paved,No,4100
1001072,24,Kumejima,UEO,7,Civ.,Paved,Yes,6500
1001072,24,Taggat,,5,,,,0
1001075,27,Robertson Field,,258,,,,0
1001075,27,Smith Reynolds,INT,296,Civ.,Paved,Yes,6600
1001075,27,Meadow Brook Field,,192,,,,0
1001075,27,Blevin's Private,,297,,,,0
1001075,27,Northwest Airstrip,,253,,,,0
1001075,27,N.C. Baptist Hospitals Inc.,,269,,,,0
1001075,27,Lewis Airstrip,,198,,,,0
1001075,27,Ds Butler Farm And Airfield,,290,,,,0
1001075,27,Piedmont Triad International,GSO,282,Civ.,Paved,Yes,10000
1001075,27,Greensboro North,,274,,,,0
1001075,27,Meylor Field,,277,,,,0
1001075,27,Happy Bottom,,213,,,,0
1001075,27,Marchmont Plantation Airpark,,223,,,,0
1001075,27,Bahnson,,238,,,,0
1001075,27,Mountain View Aerodrome,,244,,,,0
1001075,27,Air Harbor,,251,,,,0
1001075,27,Sugar Valley,,223,,,,0
1001075,27,Darr Field,,266,,,,0
1001075,27,Twin Lakes,,249,,,,0
1001075,27,Moorefield's Airstrip,,338,,,,0
1001075,27,Unifi,,302,,,,0
1001075,27,Rockingham County Nc Shiloh,,211,,,,0
1001075,27,Welborn Farm,,314,,,,0
1001075,27,Hiatt,,261,,,,0
1001075,27,Mt Airy Surry County,,378,Civ.,Paved,Yes,4300
1001075,27,Warf,,250,,,,0
1001075,27,Boonville,,306,,,,0
1001075,27,Covington,,287,,,,0
1001075,27,Johnson Field,,223,,,,0
1001075,27,Piney Ridge,,293,,,,0
1001075,27,Collins,,335,,,,0
1001075,27,Lexington Municipal,,221,Civ.,Paved,Yes,3200
1001075,27,Flying M,,258,,,,0
1001075,27,Boyd's Hawks Creek,,248,,,,0
1001075,27,Blue Ridge,,283,Civ.,Paved,Yes,4900
1001075,27,Trent Farm Airstrip,,344,,,,0
1001075,27,Quiet Acres,,226,,,,0
1001075,27,Pace,,244,,,,0
1001075,27,Annie Penn Memorial Hospital,,249,,,,0
1001075,27,May,,237,,,,0
1001075,27,Rockingham County,,184,,,,0
1001075,27,Tara Airbase,,230,,,,0
1001075,27,Elkin Municipal,,326,Civ.,Paved,Yes,4000
1001075,27,Southeast Greensboro,,225,,,,0
1001075,27,Tri City,,187,,,,0
1001075,27,Schneider Haven Airstrip,,264,,,,0
1001075,27,Delk's,,140,,,,0
1001075,27,Mc Lean Brothers,,212,,,,0
1001075,27,Swan Creek,,346,,,,0
1001075,27,Gravely,,229,,,,0
1001075,27,Causey,,221,,,,0
1001075,27,Salisbury V.a. Medical Center,,216,,,,0
1001075,27,Martinsville / Henry County Memorial Hosp.,,308,,,,0
1001075,27,Micro,,899,,,,0
1001075,27,Asheboro Municipal,,205,Civ.,Paved,Yes,5000
1001075,27,Burlington Municipal,,188,Civ.,Paved,Yes,5000
1001075,27,K and D,,243,,,,0
1001075,27,Loury Lester Airpark,,314,,,,0
1001075,27,Rowan County,SRW,236,Civ.,Paved,Yes,5500
1001075,27,Yorks Field,,174,,,,0
1001075,27,Double Creek Ranch,,253,,,,0
1001075,27,Hinshaw (Greenacres),,229,,,,0
1001075,27,Bush,,457,,,,0
1001075,27,Davis Field,,256,,,,0
1001075,27,Bradley Field,,242,,,,0
1001075,27,Alamance County Hospital,,210,,,,0
1001075,27,Raeford Rhyne Airpark,,347,,,,0
1001075,27,Caswell,,198,,,,0
1001075,27,N. C. Zoo,,198,,,,0
1001075,27,Smith Air Strip,,171,,,,0
1001075,27,Goldhill,,219,,,,0
1001075,27,Flying Dove Field,,198,,,,0
1001075,27,Kimrey,,190,,,,0
1001075,27,Sloop,,242,,,,0
1001075,27,Wilkes County,IKB,397,Civ.,Paved,Yes,5500
1001075,27,Miller Air Park,,263,,,,0
1001075,27,Woody,,349,,,,0
1001075,27,Danville Life Saving Crew,,158,,,,0
1001075,27,Wilhelm,,229,,,,0
1001075,27,Blair Municipal,,187,,,,0
1001075,27,Statesville Municipal,SVH,294,Civ.,Paved,Yes,5000
1001075,27,Ervin Airfield,,259,,,,0
1001075,27,Hurdle Field,,207,,,,0
1001075,27,Twin County,,821,Civ.,Paved,Yes,4200
1001075,27,Enochville,,240,,,,0
1001075,27,Wilkes Regional Medical Center,,300,,,,0
1001075,27,The Duchy,,198,,,,0
1001075,27,Barringer Field,,244,,,,0
1001075,27,Stanly County,,185,Civ.,Paved,Yes,5500
1001075,27,Johnston,,213,,,,0
1001075,27,Danville Regional,DAN,174,Civ.,Paved,Yes,6500
1001075,27,Worley Field,,372,,,,0
1001075,27,Gryder-Teague,,363,,,,0
1001075,27,Futuristics,,158,,,,0
1001075,27,Buck Hollar,,137,,,,0
1001075,27,Bear Creek,,242,,,,0
1001075,27,Chalfant,,179,,,,0
1001075,27,Flying Bj,,305,,,,0
1001075,27,Wilkes County,,297,,,,0
1001075,27,Lake Norman Airpark,,255,,,,0
1001079,24,Odate Noshiro,ONJ,89,Civ.,Paved,Yes,6500
1001079,24,Aomori,AOJ,199,Civ.,Paved,Yes,8200
1001079,24,Akita Old,,15,,,,0
1001079,24,Akita,AXT,95,Civ.,Paved,Yes,8200
1001079,24,Misawa Naf,MSJ,36,Mil.,Paved,Yes,10000
1001079,24,Ippongibara,,304,,,,0
1001079,24,Hachinohe,HHE,46,Mil.,Paved,Yes,7300
1001079,24,Shonai,SYO,22,Civ.,Paved,Yes,6500
1001079,24,Hanamaki,HNA,91,Civ.,Paved,Yes,6500
1001079,24,Junmachi,GAJ,108,Civ.,Paved,Yes,6500
1001079,24,Ojojibara,,70,,,,0
1001079,24,Matsushima,,2,Civ.,Paved,Yes,8800
1001079,24,Kasuminome,,5,,,,0
1001079,24,Sendai,SDJ,5,Civ.,Paved,Yes,9800
1001079,24,Fukushima,FKS,372,Civ.,Paved,Yes,8200
1001079,24,Iwo To (Iwo Jima),IWO,113,Mil.,Paved,Yes,8700
1001080,36,St Johns,YYT,141,Civ.,Paved,Yes,8500
1001080,36,Clarenville,,56,,,,0
1001080,36,Marystown,,29,,,,0
1001080,36,Bay D Espoir,,227,,,,0
1001080,36,St Pierre,FSP,7,,,,0
1001080,36,Miquelon,MQC,3,,,,0
1001080,36,Sable Island,YSA,unknown,,,,0
1001080,36,Bermuda International,BDA,4,Mil.,Paved,Yes,9700
1001080,36,Anegada,NGD,unknown,,,,0
1001080,36,Wallblake,AXA,33,Civ.,Paved,Yes,3600
1001080,36,Grand Case,CCE,2,Civ.,Paved,No,3900
1001080,36,Barbuda Codrington,BBQ,unknown,,,,0
1001080,36,Prinses Juliana,SXM,4,Civ.,Paved,Yes,7000
1001080,36,St. Barthelemy,SBH,unknown,Civ.,Paved,No,2100
1001080,36,North Sound Virgin Gorda,NSX,unknown,,,,0
1001080,36,Virgin Gorda,VIJ,4,Civ.,Unpaved,No,3100
1001080,36,Beef Island,EIS,5,Civ.,Paved,Yes,3600
1001080,36,St. John,SJF,unknown,,,,0
1001080,36,Cruz Bay,,unknown,,,,0
1001080,36,Stouffer Grand Beach Resort,,38,,,,0
1001080,36,V C Bird International,ANU,19,Civ.,Paved,Yes,9000
1001080,36,Frenchman's Reef,,6,,,,0
1001080,36,H.S. Truman,STT,5,Civ.,Paved,Yes,7000
1001080,36,F D Roosevelt,EUX,38,Civ.,Paved,Yes,4200
1001080,36,Golden Rock,SKB,52,Civ.,Paved,Yes,8000
1001080,36,Benjamin Rivera Noriega,CPX,15,,,,0
1001080,36,Newcastle,NEV,8,Civ.,Paved,No,4000
1001080,36,Fajardo Harbor,,unknown,,,,0
1001080,36,Diego Jimenez Torres,FAJ,20,Civ.,Paved,No,3600
1001080,36,Luis Munoz Marin International,SJU,3,Civ.,Paved,Yes,10000
1001080,36,State Government Number One,,82,,,,0
1001080,36,Isla Grande,SIG,3,Civ.,Paved,Yes,5300
1001080,36,Roosevelt Roads Ns,NRR,12,Mil.,Paved,Yes,11000
1001080,36,Prasa-Barbosa,,50,,,,0
1001080,36,Prtc Office Building,,53,,,,0
1001080,36,Camp Garcia Vieques,,14,,,,0
1001080,36,Rexach Office Building,,18,,,,0
1001080,36,Vieques,VQS,14,Civ.,Paved,No,3400
1001080,36,Dorado,,23,,,,0
1001080,36,Bayamon Regional Hospital,,34,,,,0
1001080,36,Christiansted Harbor- SSB,,unknown,,,,0
1001080,36,Montserrat Blackburne,MNI,unknown,,,,0
1001080,36,Boqueron,,114,,,,0
1001080,36,W H Bramble (Abandoned),,12,,,,0
1001080,36,Prasa - La Plata,,110,,,,0
1001080,36,La Desirade Les Galets,DSD,unknown,,,,0
1001080,36,Humacao,,10,,,,0
1001080,36,Alexander Hamilton,STX,19,Civ.,Paved,Yes,7600
1001080,36,Antonio Nery Juarbe Pol,ARE,7,,,,0
1001080,36,Orocovis Health Center,,523,,,,0
1001080,36,St. Francois,SFC,unknown,,,,0
1001080,36,Baxter-Aibonito,,560,,,,0
1001080,36,Borinquen,BQN,72,Civ.,Paved,Yes,11700
1001080,36,Le Raizet,PTP,11,Civ.,Paved,Yes,11400
1001080,36,Labadie,,137,,,,0
1001080,36,Patillas,,3,,,,0
1001080,36,Orama-Layuya,,446,,,,0
1001080,36,Basse-Terre Baillif,BBR,unknown,,,,0
1001080,36,Santa Isabel,,8,,,,0
1001080,36,Fort Allen,,6,,,,0
1001080,36,Mercedita,PSE,9,Civ.,Paved,Yes,6900
1001080,36,Eugenio Maria de Hostos,MAZ,9,Civ.,Paved,Yes,4900
1001080,36,Sabalos Ward,,10,,,,0
1001080,36,Marie Galante,GBJ,5,Civ.,Paved,Yes,4000
1001080,36,Baxter-San German,,64,,,,0
1001080,36,Arroyo Barril,,35,,,,0
1001080,36,La Union,POP,5,Civ.,Paved,Yes,10100
1001080,36,Terre de Haut,LSS,unknown,,,,0
1001080,36,Lajas Airpark,,9,,,,0
1001080,36,Terre-de-Bas,HTB,unknown,,,,0
1001080,36,Parguera,,10,,,,0
1001080,36,Boqueron,,1,,,,0
1001080,36,Punta Cana,PUJ,9,Civ.,Paved,Yes,10100
1001080,36,Sabana de La Mar,SNX,unknown,,,,0
1001080,36,Cullingford Field,,4,,,,0
1001080,36,Melville Hall,DOM,24,Civ.,Paved,Yes,4800
1001080,36,Santiago Municipal,STI,182,Civ.,Paved,Yes,5000
1001080,36,Angelina Cotui,,54,,,,0
1001080,36,La Romana,LRM,8,Civ.,Paved,Yes,6500
1001080,36,Dominica Cane,DCF,unknown,,,,0
1001080,36,Canefield,,4,Civ.,Paved,No,2500
1001080,36,San Isidro AB,,34,Mil.,Paved,No,7000
1001080,36,De Las Americas International,SDQ,18,Civ.,Paved,Yes,11000
1001080,36,Constanza,COZ,1198,Civ.,Paved,No,5300
1001080,36,Herrera,HEX,66,Civ.,Paved,Yes,4100
1001082,24,Hyakuri,,32,Mil.,Paved,Yes,8800
1001082,24,Tokyo Narita International,NRT,42,Civ.,Paved,Yes,13100
1001082,24,,,26,,,,0
1001082,24,Ryugasaki,,2,,,,0
1001082,24,Ryugasaki South,,2,,,,0
1001082,24,Shimoshizu,,30,,,,0
1001082,24,Shimofusa,,30,Civ.,Paved,Yes,7300
1001082,24,Chiba-ken,,19,,,,0
1001082,24,Kisarazu,,3,Mil.,Paved,Yes,6000
1001082,24,Tokyo Haneda International,HND,7,Civ.,Paved,Yes,9800
1001082,24,Honda,,12,,,,0
1001082,24,Chofu,,41,Civ.,Paved,No,3200
1001082,24,Yokohama,YOK,unknown,,,,0
1001082,24,Iruma,,91,Mil.,Paved,Yes,6500
1001082,24,Tachikawa,,95,,,,0
1001082,24,Tateyama,,3,,,,0
1001082,24,Yokota AFB,OKO,139,Mil.,Paved,Yes,11000
1001082,24,Atsugi,NJA,62,Mil.,Paved,Yes,7900
1001082,24,Katsner AAF,,109,Civ.,Paved,No,1900
1001082,24,Oshima,OIM,40,Civ.,Paved,Yes,3900
1001082,24,Nashigahara,,1001,,,,0
1001082,24,Fuji,,686,,,,0
1001082,24,Miyake Jima,MYE,20,Civ.,Paved,Yes,3900
1001082,24,,,29,,,,0
1001082,24,Hachijo Jima,HAC,92,Civ.,Paved,Yes,5900
1001082,24,Shizuhama,,7,Civ.,Paved,Yes,4900
1001082,24,Iwo To (Iwo Jima),IWO,113,Mil.,Paved,Yes,8700
1001085,8,Kumejima,UEO,7,Civ.,Paved,Yes,6500
1001086,42,Niihama,IHA,unknown,,,,0
1001086,42,Hiroshima International,HIJ,331,Civ.,Paved,Yes,8200
1001086,42,Matsuyama,MYJ,6,Civ.,Paved,Yes,8200
1001086,42,Hiroshima,HIW,5,Civ.,Paved,Yes,5900
1001086,42,Iwakuni Mcas,,2,Mil.,Paved,Yes,8000
1001086,42,Iwami,IWJ,54,Civ.,Paved,Yes,6500
1001086,42,Hofu,,2,Mil.,Paved,No,4800
1001086,42,Oita,OIT,6,Civ.,Paved,Yes,9800
1001086,42,Yamaguchi Ube,UBJ,7,Civ.,Paved,Yes,6500
1001086,42,Beppu,BPU,unknown,,,,0
1001086,42,Ozuki,,4,Mil.,Paved,Yes,3900
1001086,42,Tsuiki,,17,Civ.,Paved,Yes,7800
1001086,42,Kita Kyushu,KKJ,3,Civ.,Paved,Yes,5200
1001086,42,Ashiya,,30,Mil.,Paved,Yes,5300
1001086,42,Nyutabaru,,79,Mil.,Paved,Yes,8800
1001086,42,Kumamoto,KMJ,196,Civ.,Paved,Yes,9800
1001086,42,Miyazaki,KMI,6,Civ.,Paved,Yes,8200
1001086,42,Fukuoka,FUK,9,Civ.,Paved,Yes,9100
1001086,42,Metabaru,,16,,,,0
1001086,42,Saga,HSG,2,Civ.,Paved,Yes,6500
1001086,42,Iki,IKI,16,Civ.,Paved,Yes,3900
1001086,42,Kagoshima,KOJ,276,Civ.,Paved,Yes,9800
1001086,42,Amakusa,,103,,,,0
1001086,42,Nagasaki,NGS,5,Civ.,Paved,Yes,9800
1001086,42,Kanoya,,65,Civ.,Paved,Yes,7300
1001086,42,Tsushima,TSJ,65,Civ.,Paved,Yes,6200
1001086,42,Nishinoomote,IIN,unknown,,,,0
1001086,42,Tanegashima,TNE,97,Civ.,Paved,Yes,4900
1001086,42,Yakushima,KUM,37,Civ.,Paved,Yes,4900
1001086,42,Fukue,FUJ,83,Civ.,Paved,Yes,6500
1001086,42,Kikai,,6,Civ.,Paved,Yes,3900
1001086,42,Amami O Shima,ASJ,8,Civ.,Paved,Yes,6500
1001086,42,Tokunoshima,TKN,5,Civ.,Paved,Yes,6500
1001086,42,Okierabu,OKE,31,Civ.,Paved,Yes,3900
1001087,42,Keahole,KOA,13,Civ.,Paved,Yes,11000
1001087,42,Kaupulehu,,13,,,,0
1001087,42,Waikoloa,,33,,,,0
1001087,42,Puu Waa Waa Ranch,,686,,,,0
1001087,42,Kamuela,MUE,814,Civ.,Paved,No,5100
1001087,42,Lucy Henriques Medical Center,,853,,,,0
1001087,42,Bradshaw AAF,BSF,1886,Civ.,Paved,No,3600
1001087,42,Upper Paauilo Airstrip,,463,,,,0
1001087,42,Kaalaiki Airstrip,,599,,,,0
1001087,42,Upper Paauau,,792,,,,0
1001087,42,Pahala Airstrip,,364,,,,0
1001087,42,Peleau,,332,,,,0
1001087,42,Pepeekeo Airstrip,,206,,,,0
1001087,42,Mauna Kea-Honolii,,427,,,,0
1001087,42,Rainshed,,1219,,,,0
