Event_id,Episode,Radius,Population
1449572,1598735,Radius,Population
1449572,1598735,100 km,18000 people
1449572,1598735,75 km,no people
1449572,1598735,50 km,no people
1449572,1598735,20 km,no people
1449572,1598735,10 km,no people
1449572,1598735,5 km,no people
1449572,1598735,2 km,no people
1449577,1598390,Radius,Population
1449577,1598390,100 km,no people
1449577,1598390,75 km,no people
1449577,1598390,50 km,no people
1449577,1598390,20 km,no people
1449577,1598390,10 km,no people
1449577,1598390,5 km,no people
1449577,1598390,2 km,no people
1449580,1598395,Radius,Population
1449580,1598395,100 km,380000 people
1449580,1598395,75 km,220000 people
1449580,1598395,50 km,28000 people
1449580,1598395,20 km,no people
1449580,1598395,10 km,no people
1449580,1598395,5 km,no people
1449580,1598395,2 km,no people
1449585,1598401,Radius,Population
1449585,1598401,100 km,2.4 million people
1449585,1598401,75 km,1.6 million people
1449585,1598401,50 km,750000 people
1449585,1598401,20 km,32000 people
1449585,1598401,10 km,9200 people
1449585,1598401,5 km,2200 people
1449585,1598401,2 km,<1000 people
1449591,1598413,Radius,Population
1449591,1598413,100 km,42 million people
1449591,1598413,75 km,34.3 million people
1449591,1598413,50 km,17.2 million people
1449591,1598413,20 km,1.2 million people
1449591,1598413,10 km,240000 people
1449591,1598413,5 km,52000 people
1449591,1598413,2 km,7400 people
1449595,1598419,Radius,Population
1449595,1598419,100 km,no people
1449595,1598419,75 km,no people
1449595,1598419,50 km,no people
1449595,1598419,20 km,no people
1449595,1598419,10 km,no people
1449595,1598419,5 km,no people
1449595,1598419,2 km,no people
1449605,1598446,Radius,Population
1449605,1598446,100 km,no people
1449605,1598446,75 km,no people
1449605,1598446,50 km,no people
1449605,1598446,20 km,no people
1449605,1598446,10 km,no people
1449605,1598446,5 km,no people
1449605,1598446,2 km,no people
1449621,1598459,Radius,Population
1449621,1598459,100 km,1.6 million people
1449621,1598459,75 km,450000 people
1449621,1598459,50 km,240000 people
1449621,1598459,20 km,200000 people
1449621,1598459,10 km,140000 people
1449621,1598459,5 km,15000 people
1449621,1598459,2 km,no people
1449635,1598464,Radius,Population
1449635,1598464,100 km,no people
1449635,1598464,75 km,no people
1449635,1598464,50 km,no people
1449635,1598464,20 km,no people
1449635,1598464,10 km,no people
1449635,1598464,5 km,no people
1449635,1598464,2 km,no people
1449642,1598472,Radius,Population
1449642,1598472,100 km,no people
1449642,1598472,75 km,no people
1449642,1598472,50 km,no people
1449642,1598472,20 km,no people
1449642,1598472,10 km,no people
1449642,1598472,5 km,no people
1449642,1598472,2 km,no people
1449643,1598474,Radius,Population
1449643,1598474,100 km,no people
1449643,1598474,75 km,no people
1449643,1598474,50 km,no people
1449643,1598474,20 km,no people
1449643,1598474,10 km,no people
1449643,1598474,5 km,no people
1449643,1598474,2 km,no people
1449645,1598478,Radius,Population
1449645,1598478,100 km,no people
1449645,1598478,75 km,no people
1449645,1598478,50 km,no people
1449645,1598478,20 km,no people
1449645,1598478,10 km,no people
1449645,1598478,5 km,no people
1449645,1598478,2 km,no people
1449652,1598494,Radius,Population
1449652,1598494,100 km,1.5 million people
1449652,1598494,75 km,1.1 million people
1449652,1598494,50 km,400000 people
1449652,1598494,20 km,no people
1449652,1598494,10 km,no people
1449652,1598494,5 km,no people
1449652,1598494,2 km,no people
1449653,1598487,Radius,Population
1449653,1598487,100 km,1.9 million people
1449653,1598487,75 km,1.1 million people
1449653,1598487,50 km,360000 people
1449653,1598487,20 km,18000 people
1449653,1598487,10 km,<1000 people
1449653,1598487,5 km,no people
1449653,1598487,2 km,no people
1449655,1598491,Radius,Population
1449655,1598491,100 km,no people
1449655,1598491,75 km,no people
1449655,1598491,50 km,no people
1449655,1598491,20 km,no people
1449655,1598491,10 km,no people
1449655,1598491,5 km,no people
1449655,1598491,2 km,no people
1449659,1598496,Radius,Population
1449659,1598496,100 km,no people
1449659,1598496,75 km,no people
1449659,1598496,50 km,no people
1449659,1598496,20 km,no people
1449659,1598496,10 km,no people
1449659,1598496,5 km,no people
1449659,1598496,2 km,no people
1449664,1598503,Radius,Population
1449664,1598503,100 km,no people
1449664,1598503,75 km,no people
1449664,1598503,50 km,no people
1449664,1598503,20 km,no people
1449664,1598503,10 km,no people
1449664,1598503,5 km,no people
1449664,1598503,2 km,no people
1449665,1598505,Radius,Population
1449665,1598505,100 km,4.7 million people
1449665,1598505,75 km,2.2 million people
1449665,1598505,50 km,560000 people
1449665,1598505,20 km,99000 people
1449665,1598505,10 km,28000 people
1449665,1598505,5 km,25000 people
1449665,1598505,2 km,6800 people
1449679,1598526,Radius,Population
1449679,1598526,100 km,<1000 people
1449679,1598526,75 km,no people
1449679,1598526,50 km,no people
1449679,1598526,20 km,no people
1449679,1598526,10 km,no people
1449679,1598526,5 km,no people
1449679,1598526,2 km,no people
1449680,1598529,Radius,Population
1449680,1598529,100 km,260000 people
1449680,1598529,75 km,150000 people
1449680,1598529,50 km,42000 people
1449680,1598529,20 km,17000 people
1449680,1598529,10 km,14000 people
1449680,1598529,5 km,13000 people
1449680,1598529,2 km,<1000 people
1449681,1598531,Radius,Population
1449681,1598531,100 km,no people
1449681,1598531,75 km,no people
1449681,1598531,50 km,no people
1449681,1598531,20 km,no people
1449681,1598531,10 km,no people
1449681,1598531,5 km,no people
1449681,1598531,2 km,no people
1449684,1598535,Radius,Population
1449684,1598535,100 km,13000 people
1449684,1598535,75 km,5000 people
1449684,1598535,50 km,no people
1449684,1598535,20 km,no people
1449684,1598535,10 km,no people
1449684,1598535,5 km,no people
1449684,1598535,2 km,no people
1449695,1598551,Radius,Population
1449695,1598551,100 km,no people
1449695,1598551,75 km,no people
1449695,1598551,50 km,no people
1449695,1598551,20 km,no people
1449695,1598551,10 km,no people
1449695,1598551,5 km,no people
1449695,1598551,2 km,no people
1449700,1598555,Radius,Population
1449700,1598555,100 km,no people
1449700,1598555,75 km,no people
1449700,1598555,50 km,no people
1449700,1598555,20 km,no people
1449700,1598555,10 km,no people
1449700,1598555,5 km,no people
1449700,1598555,2 km,no people
1449712,1598567,Radius,Population
1449712,1598567,100 km,11000 people
1449712,1598567,75 km,11000 people
1449712,1598567,50 km,5700 people
1449712,1598567,20 km,no people
1449712,1598567,10 km,no people
1449712,1598567,5 km,no people
1449712,1598567,2 km,no people
1449722,1598586,Radius,Population
1449722,1598586,100 km,no people
1449722,1598586,75 km,no people
1449722,1598586,50 km,no people
1449722,1598586,20 km,no people
1449722,1598586,10 km,no people
1449722,1598586,5 km,no people
1449722,1598586,2 km,no people
1449727,1598595,Radius,Population
1449727,1598595,100 km,no people
1449727,1598595,75 km,no people
1449727,1598595,50 km,no people
1449727,1598595,20 km,no people
1449727,1598595,10 km,no people
1449727,1598595,5 km,no people
1449727,1598595,2 km,no people
1449736,1598610,Radius,Population
1449736,1598610,100 km,770000 people
1449736,1598610,75 km,560000 people
1449736,1598610,50 km,470000 people
1449736,1598610,20 km,4700 people
1449736,1598610,10 km,1200 people
1449736,1598610,5 km,<1000 people
1449736,1598610,2 km,<1000 people
1449746,1598624,Radius,Population
1449746,1598624,100 km,1.6 million people
1449746,1598624,75 km,550000 people
1449746,1598624,50 km,110000 people
1449746,1598624,20 km,no people
1449746,1598624,10 km,no people
1449746,1598624,5 km,no people
1449746,1598624,2 km,no people
1449749,1598623,Radius,Population
1449749,1598623,100 km,no people
1449749,1598623,75 km,no people
1449749,1598623,50 km,no people
1449749,1598623,20 km,no people
1449749,1598623,10 km,no people
1449749,1598623,5 km,no people
1449749,1598623,2 km,no people
1449754,1598631,Radius,Population
1449754,1598631,100 km,no people
1449754,1598631,75 km,no people
1449754,1598631,50 km,no people
1449754,1598631,20 km,no people
1449754,1598631,10 km,no people
1449754,1598631,5 km,no people
1449754,1598631,2 km,no people
1449757,1598637,Radius,Population
1449757,1598637,100 km,<1000 people
1449757,1598637,75 km,<1000 people
1449757,1598637,50 km,<1000 people
1449757,1598637,20 km,no people
1449757,1598637,10 km,no people
1449757,1598637,5 km,no people
1449757,1598637,2 km,no people
1449761,1598643,Radius,Population
1449761,1598643,100 km,no people
1449761,1598643,75 km,no people
1449761,1598643,50 km,no people
1449761,1598643,20 km,no people
1449761,1598643,10 km,no people
1449761,1598643,5 km,no people
1449761,1598643,2 km,no people
1449780,1598683,Radius,Population
1449780,1598683,100 km,1.7 million people
1449780,1598683,75 km,1 million people
1449780,1598683,50 km,630000 people
1449780,1598683,20 km,no people
1449780,1598683,10 km,no people
1449780,1598683,5 km,no people
1449780,1598683,2 km,no people
1449798,1598691,Radius,Population
1449798,1598691,100 km,no people
1449798,1598691,75 km,no people
1449798,1598691,50 km,no people
1449798,1598691,20 km,no people
1449798,1598691,10 km,no people
1449798,1598691,5 km,no people
1449798,1598691,2 km,no people
1449819,1598740,Radius,Population
1449819,1598740,100 km,38000 people
1449819,1598740,75 km,16000 people
1449819,1598740,50 km,2400 people
1449819,1598740,20 km,<1000 people
1449819,1598740,10 km,no people
1449819,1598740,5 km,no people
1449819,1598740,2 km,no people
1449820,1598737,Radius,Population
1449820,1598737,100 km,no people
1449820,1598737,75 km,no people
1449820,1598737,50 km,no people
1449820,1598737,20 km,no people
1449820,1598737,10 km,no people
1449820,1598737,5 km,no people
1449820,1598737,2 km,no people
1449844,1598756,Radius,Population
1449844,1598756,100 km,no people
1449844,1598756,75 km,no people
1449844,1598756,50 km,no people
1449844,1598756,20 km,no people
1449844,1598756,10 km,no people
1449844,1598756,5 km,no people
1449844,1598756,2 km,no people
1449849,1598764,Radius,Population
1449849,1598764,100 km,180000 people
1449849,1598764,75 km,110000 people
1449849,1598764,50 km,36000 people
1449849,1598764,20 km,no people
1449849,1598764,10 km,no people
1449849,1598764,5 km,no people
1449849,1598764,2 km,no people
1449868,1598786,Radius,Population
1449868,1598786,100 km,580000 people
1449868,1598786,75 km,220000 people
1449868,1598786,50 km,35000 people
1449868,1598786,20 km,no people
1449868,1598786,10 km,no people
1449868,1598786,5 km,no people
1449868,1598786,2 km,no people
1449875,1598792,Radius,Population
1449875,1598792,100 km,62000 people
1449875,1598792,75 km,27000 people
1449875,1598792,50 km,7700 people
1449875,1598792,20 km,no people
1449875,1598792,10 km,no people
1449875,1598792,5 km,no people
1449875,1598792,2 km,no people
1449890,1598814,Radius,Population
1449890,1598814,100 km,no people
1449890,1598814,75 km,no people
1449890,1598814,50 km,no people
1449890,1598814,20 km,no people
1449890,1598814,10 km,no people
1449890,1598814,5 km,no people
1449890,1598814,2 km,no people
1449899,1598824,Radius,Population
1449899,1598824,100 km,no people
1449899,1598824,75 km,no people
1449899,1598824,50 km,no people
1449899,1598824,20 km,no people
1449899,1598824,10 km,no people
1449899,1598824,5 km,no people
1449899,1598824,2 km,no people
1449905,1598833,Radius,Population
1449905,1598833,100 km,620000 people
1449905,1598833,75 km,450000 people
1449905,1598833,50 km,26000 people
1449905,1598833,20 km,no people
1449905,1598833,10 km,no people
1449905,1598833,5 km,no people
1449905,1598833,2 km,no people
1449931,1598863,Radius,Population
1449931,1598863,100 km,2000 people
1449931,1598863,75 km,no people
1449931,1598863,50 km,no people
1449931,1598863,20 km,no people
1449931,1598863,10 km,no people
1449931,1598863,5 km,no people
1449931,1598863,2 km,no people
1449963,1598906,Radius,Population
1449963,1598906,100 km,no people
1449963,1598906,75 km,no people
1449963,1598906,50 km,no people
1449963,1598906,20 km,no people
1449963,1598906,10 km,no people
1449963,1598906,5 km,no people
1449963,1598906,2 km,no people
1449965,1598909,Radius,Population
1449965,1598909,100 km,no people
1449965,1598909,75 km,no people
1449965,1598909,50 km,no people
1449965,1598909,20 km,no people
1449965,1598909,10 km,no people
1449965,1598909,5 km,no people
1449965,1598909,2 km,no people
1449969,1598914,Radius,Population
1449969,1598914,100 km,no people
1449969,1598914,75 km,no people
1449969,1598914,50 km,no people
1449969,1598914,20 km,no people
1449969,1598914,10 km,no people
1449969,1598914,5 km,no people
1449969,1598914,2 km,no people
1449993,1598939,Radius,Population
1449993,1598939,100 km,91000 people
1449993,1598939,75 km,60000 people
1449993,1598939,50 km,7600 people
1449993,1598939,20 km,no people
1449993,1598939,10 km,no people
1449993,1598939,5 km,no people
1449993,1598939,2 km,no people
1450024,1598972,Radius,Population
1450024,1598972,100 km,no people
1450024,1598972,75 km,no people
1450024,1598972,50 km,no people
1450024,1598972,20 km,no people
1450024,1598972,10 km,no people
1450024,1598972,5 km,no people
1450024,1598972,2 km,no people
1450039,1598994,Radius,Population
1450039,1598994,100 km,3600 people
1450039,1598994,75 km,1400 people
1450039,1598994,50 km,<1000 people
1450039,1598994,20 km,<1000 people
1450039,1598994,10 km,<1000 people
1450039,1598994,5 km,no people
1450039,1598994,2 km,no people
1450041,1598995,Radius,Population
1450041,1598995,100 km,1400 people
1450041,1598995,75 km,no people
1450041,1598995,50 km,no people
1450041,1598995,20 km,no people
1450041,1598995,10 km,no people
1450041,1598995,5 km,no people
1450041,1598995,2 km,no people
1450049,1599004,Radius,Population
1450049,1599004,100 km,670000 people
1450049,1599004,75 km,270000 people
1450049,1599004,50 km,86000 people
1450049,1599004,20 km,13000 people
1450049,1599004,10 km,2100 people
1450049,1599004,5 km,<1000 people
1450049,1599004,2 km,<1000 people
1450050,1599008,Radius,Population
1450050,1599008,100 km,360000 people
1450050,1599008,75 km,220000 people
1450050,1599008,50 km,130000 people
1450050,1599008,20 km,20000 people
1450050,1599008,10 km,<1000 people
1450050,1599008,5 km,<1000 people
1450050,1599008,2 km,no people
1450061,1599019,Radius,Population
1450061,1599019,100 km,5900 people
1450061,1599019,75 km,<1000 people
1450061,1599019,50 km,<1000 people
1450061,1599019,20 km,no people
1450061,1599019,10 km,no people
1450061,1599019,5 km,no people
1450061,1599019,2 km,no people
1450066,1599028,Radius,Population
1450066,1599028,100 km,300000 people
1450066,1599028,75 km,230000 people
1450066,1599028,50 km,18000 people
1450066,1599028,20 km,no people
1450066,1599028,10 km,no people
1450066,1599028,5 km,no people
1450066,1599028,2 km,no people
1450088,1599055,Radius,Population
1450088,1599055,100 km,no people
1450088,1599055,75 km,no people
1450088,1599055,50 km,no people
1450088,1599055,20 km,no people
1450088,1599055,10 km,no people
1450088,1599055,5 km,no people
1450088,1599055,2 km,no people
1450091,1599062,Radius,Population
1450091,1599062,100 km,410000 people
1450091,1599062,75 km,180000 people
1450091,1599062,50 km,120000 people
1450091,1599062,20 km,<1000 people
1450091,1599062,10 km,no people
1450091,1599062,5 km,no people
1450091,1599062,2 km,no people
1450096,1599067,Radius,Population
1450096,1599067,100 km,590000 people
1450096,1599067,75 km,61000 people
1450096,1599067,50 km,6400 people
1450096,1599067,20 km,<1000 people
1450096,1599067,10 km,<1000 people
1450096,1599067,5 km,<1000 people
1450096,1599067,2 km,<1000 people
1450100,1599072,Radius,Population
1450100,1599072,100 km,130000 people
1450100,1599072,75 km,110000 people
1450100,1599072,50 km,48000 people
1450100,1599072,20 km,no people
1450100,1599072,10 km,no people
1450100,1599072,5 km,no people
1450100,1599072,2 km,no people
1450115,1599098,Radius,Population
1450115,1599098,100 km,no people
1450115,1599098,75 km,no people
1450115,1599098,50 km,no people
1450115,1599098,20 km,no people
1450115,1599098,10 km,no people
1450115,1599098,5 km,no people
1450115,1599098,2 km,no people
1450129,1599111,Radius,Population
1450129,1599111,100 km,no people
1450129,1599111,75 km,no people
1450129,1599111,50 km,no people
1450129,1599111,20 km,no people
1450129,1599111,10 km,no people
1450129,1599111,5 km,no people
1450129,1599111,2 km,no people
1450141,1599134,Radius,Population
1450141,1599134,100 km,24000 people
1450141,1599134,75 km,9500 people
1450141,1599134,50 km,4800 people
1450141,1599134,20 km,<1000 people
1450141,1599134,10 km,<1000 people
1450141,1599134,5 km,<1000 people
1450141,1599134,2 km,<1000 people
1450155,1599140,Radius,Population
1450155,1599140,100 km,5500 people
1450155,1599140,75 km,no people
1450155,1599140,50 km,no people
1450155,1599140,20 km,no people
1450155,1599140,10 km,no people
1450155,1599140,5 km,no people
1450155,1599140,2 km,no people
1450160,1599148,Radius,Population
1450160,1599148,100 km,120000 people
1450160,1599148,75 km,70000 people
1450160,1599148,50 km,3800 people
1450160,1599148,20 km,<1000 people
1450160,1599148,10 km,<1000 people
1450160,1599148,5 km,no people
1450160,1599148,2 km,no people
