Event_id,Episode,ID,Alert_Color,GDACS_Score,Population_Affected,Burned_Area,Last_Update,GWIS
1022642,5,3,WF,0.5,2,8776,10 Oct 2024 10:00,GWIS
1022642,5,4,WF,0.5,2,8799,10 Oct 2024 14:00,GWIS
1022642,5,5,WF,0.5,2,11403,10 Oct 2024 18:00,GWIS
1022647,12,1,WF,0.5,0,5006,09 Oct 2024 02:00,GWIS
1022647,12,2,WF,0.5,0,5127,09 Oct 2024 06:00,GWIS
1022647,12,3,WF,0.5,0,10904,09 Oct 2024 10:00,GWIS
1022647,12,4,WF,0.5,0,14030,09 Oct 2024 14:00,GWIS
1022647,12,5,WF,0.5,0,14081,09 Oct 2024 18:00,GWIS
1022647,12,6,WF,0.5,1,16672,10 Oct 2024 06:00,GWIS
1022647,12,7,WF,0.5,1,18950,10 Oct 2024 10:00,GWIS
1022647,12,8,WF,0.5,1,19069,10 Oct 2024 14:00,GWIS
1022647,12,9,WF,0.5,1,19141,10 Oct 2024 18:00,GWIS
1022647,12,10,WF,0.5,2,22920,11 Oct 2024 06:00,GWIS
1022647,12,11,WF,0.5,2,22946,11 Oct 2024 10:00,GWIS
1022647,12,12,WF,0.5,2,22986,11 Oct 2024 18:00,GWIS
1022648,10,1,WF,0.5,0,5263,09 Oct 2024 02:00,GWIS
1022648,10,2,WF,0.5,0,5636,09 Oct 2024 06:00,GWIS
1022648,10,3,WF,0.5,0,5955,09 Oct 2024 10:00,GWIS
1022648,10,4,WF,0.5,0,5954,09 Oct 2024 14:00,GWIS
1022648,10,5,WF,0.5,0,6011,09 Oct 2024 18:00,GWIS
1022648,10,6,WF,0.5,0,6166,10 Oct 2024 06:00,GWIS
1022648,10,7,WF,0.5,0,7703,10 Oct 2024 10:00,GWIS
1022648,10,8,WF,0.5,0,7714,10 Oct 2024 14:00,GWIS
1022648,10,9,WF,0.5,0,7716,10 Oct 2024 18:00,GWIS
1022648,10,10,WF,0.5,0,7949,11 Oct 2024 18:00,GWIS
1022649,10,1,WF,0.5,0,5271,09 Oct 2024 02:00,GWIS
1022649,10,2,WF,0.5,0,5592,09 Oct 2024 06:00,GWIS
1022649,10,3,WF,0.5,0,6581,09 Oct 2024 10:00,GWIS
1022649,10,4,WF,0.5,0,6655,09 Oct 2024 18:00,GWIS
1022649,10,5,WF,0.5,0,6656,10 Oct 2024 06:00,GWIS
1022649,10,6,WF,0.5,0,6883,10 Oct 2024 10:00,GWIS
1022649,10,7,WF,0.5,0,6906,10 Oct 2024 18:00,GWIS
1022649,10,8,WF,0.5,0,7092,10 Oct 2024 22:00,GWIS
1022649,10,9,WF,0.5,0,7176,11 Oct 2024 10:00,GWIS
1022649,10,10,WF,0.5,0,7469,11 Oct 2024 18:00,GWIS
1022650,9,1,WF,0.5,0,7815,09 Oct 2024 02:00,GWIS
1022650,9,2,WF,0.5,0,8254,09 Oct 2024 06:00,GWIS
1022650,9,3,WF,0.5,10,20754,09 Oct 2024 10:00,GWIS
1022650,9,4,WF,0.5,10,20810,09 Oct 2024 14:00,GWIS
1022650,9,5,WF,0.5,10,23057,09 Oct 2024 18:00,GWIS
1022650,9,6,WF,0.5,10,25203,10 Oct 2024 06:00,GWIS
1022650,9,7,WF,0.5,10,29473,10 Oct 2024 10:00,GWIS
1022650,9,8,WF,0.5,10,29589,10 Oct 2024 14:00,GWIS
1022650,9,9,WF,0.5,10,29850,10 Oct 2024 18:00,GWIS
1022652,17,1,WF,0.5,0,5257,09 Oct 2024 06:00,GWIS
1022652,17,2,WF,0.5,0,10428,09 Oct 2024 10:00,GWIS
1022652,17,3,WF,0.5,0,10525,09 Oct 2024 14:00,GWIS
1022652,17,4,WF,0.5,0,10709,09 Oct 2024 18:00,GWIS
1022652,17,5,WF,0.5,0,16319,10 Oct 2024 06:00,GWIS
1022652,17,6,WF,0.5,0,19662,10 Oct 2024 10:00,GWIS
1022652,17,7,WF,0.5,0,19774,10 Oct 2024 14:00,GWIS
1022652,17,8,WF,0.5,0,19780,10 Oct 2024 18:00,GWIS
1022652,17,9,WF,0.5,0,22689,10 Oct 2024 22:00,GWIS
1022652,17,10,WF,0.5,0,22848,11 Oct 2024 06:00,GWIS
1022652,17,11,WF,0.5,0,23281,11 Oct 2024 10:00,GWIS
1022652,17,12,WF,0.5,0,24023,11 Oct 2024 14:00,GWIS
1022652,17,13,WF,0.5,0,24133,11 Oct 2024 18:00,GWIS
1022652,17,14,WF,0.5,0,25892,11 Oct 2024 22:00,GWIS
1022652,17,15,WF,0.5,0,26034,12 Oct 2024 06:00,GWIS
1022652,17,16,WF,0.5,0,27483,12 Oct 2024 14:00,GWIS
1022652,17,17,WF,0.5,0,27658,12 Oct 2024 18:00,GWIS
1022654,4,1,WF,0.5,0,6262,09 Oct 2024 10:00,GWIS
1022654,4,2,WF,0.5,0,6449,11 Oct 2024 06:00,GWIS
1022654,4,3,WF,0.5,0,6454,11 Oct 2024 10:00,GWIS
1022654,4,4,WF,0.5,0,6458,13 Oct 2024 18:00,GWIS
1022657,3,1,WF,0.5,0,5655,09 Oct 2024 10:00,GWIS
1022657,3,2,WF,0.5,0,5792,11 Oct 2024 10:00,GWIS
1022657,3,3,WF,0.5,0,5932,11 Oct 2024 18:00,GWIS
1022658,14,1,WF,0.5,0,5733,09 Oct 2024 10:00,GWIS
1022658,14,2,WF,0.5,0,5742,09 Oct 2024 14:00,GWIS
1022658,14,3,WF,0.5,0,5792,09 Oct 2024 18:00,GWIS
1022658,14,4,WF,0.5,0,6314,10 Oct 2024 06:00,GWIS
1022658,14,5,WF,0.5,0,7552,10 Oct 2024 10:00,GWIS
1022658,14,6,WF,0.5,0,7560,10 Oct 2024 14:00,GWIS
1022658,14,7,WF,0.5,0,7636,10 Oct 2024 18:00,GWIS
1022658,14,8,WF,0.5,0,8342,10 Oct 2024 22:00,GWIS
1022658,14,9,WF,0.5,0,8457,11 Oct 2024 06:00,GWIS
1022658,14,10,WF,0.5,0,9056,11 Oct 2024 10:00,GWIS
1022658,14,11,WF,0.5,0,9386,11 Oct 2024 18:00,GWIS
1022658,14,12,WF,0.5,0,9854,11 Oct 2024 22:00,GWIS
1022658,14,13,WF,0.5,0,9854,12 Oct 2024 06:00,GWIS
1022658,14,14,WF,0.5,0,10552,12 Oct 2024 18:00,GWIS
1022660,11,1,WF,0.5,0,5870,09 Oct 2024 10:00,GWIS
1022660,11,2,WF,0.5,0,5917,09 Oct 2024 14:00,GWIS
1022660,11,3,WF,0.5,0,6187,09 Oct 2024 18:00,GWIS
1022660,11,4,WF,0.5,0,7455,10 Oct 2024 06:00,GWIS
1022660,11,5,WF,0.5,0,9747,10 Oct 2024 10:00,GWIS
1022660,11,6,WF,0.5,0,9801,10 Oct 2024 14:00,GWIS
1022660,11,7,WF,0.5,0,9865,10 Oct 2024 18:00,GWIS
1022660,11,8,WF,0.5,0,10640,10 Oct 2024 22:00,GWIS
1022660,11,9,WF,0.5,0,10723,11 Oct 2024 06:00,GWIS
1022660,11,10,WF,0.5,0,11348,11 Oct 2024 10:00,GWIS
1022660,11,11,WF,0.5,0,11474,11 Oct 2024 18:00,GWIS
1022661,12,1,WF,0.5,0,5886,09 Oct 2024 10:00,GWIS
1022661,12,2,WF,0.5,0,5943,09 Oct 2024 14:00,GWIS
1022661,12,3,WF,0.5,0,6079,09 Oct 2024 18:00,GWIS
1022661,12,4,WF,0.5,0,7345,09 Oct 2024 22:00,GWIS
1022661,12,5,WF,0.5,0,7570,10 Oct 2024 18:00,GWIS
1022661,12,6,WF,0.5,0,8473,11 Oct 2024 06:00,GWIS
1022661,12,7,WF,0.5,0,10560,11 Oct 2024 10:00,GWIS
1022661,12,8,WF,0.5,0,10777,11 Oct 2024 14:00,GWIS
1022661,12,9,WF,0.5,0,10917,11 Oct 2024 18:00,GWIS
1022661,12,10,WF,0.5,0,11250,11 Oct 2024 22:00,GWIS
1022661,12,11,WF,0.5,0,11317,12 Oct 2024 14:00,GWIS
1022661,12,12,WF,0.5,0,11347,12 Oct 2024 18:00,GWIS
1022662,6,1,WF,0.5,0,7064,09 Oct 2024 10:00,GWIS
1022662,6,2,WF,0.5,0,7137,09 Oct 2024 14:00,GWIS
1022662,6,3,WF,0.5,0,7301,09 Oct 2024 18:00,GWIS
1022662,6,4,WF,0.5,0,7393,10 Oct 2024 06:00,GWIS
1022662,6,5,WF,0.5,0,8010,10 Oct 2024 10:00,GWIS
1022662,6,6,WF,0.5,0,8088,12 Oct 2024 18:00,GWIS
1022665,11,1,WF,0.5,0,23646,09 Oct 2024 10:00,GWIS
1022665,11,2,WF,0.5,0,23720,09 Oct 2024 14:00,GWIS
1022665,11,3,WF,0.5,0,23760,09 Oct 2024 18:00,GWIS
1022665,11,4,WF,0.5,0,24673,10 Oct 2024 06:00,GWIS
1022665,11,5,WF,0.5,0,30488,10 Oct 2024 10:00,GWIS
1022665,11,6,WF,0.5,0,30552,10 Oct 2024 18:00,GWIS
1022665,11,7,WF,0.5,0,31481,10 Oct 2024 22:00,GWIS
1022665,11,8,WF,0.5,0,31841,11 Oct 2024 06:00,GWIS
1022665,11,9,WF,0.5,0,33233,11 Oct 2024 10:00,GWIS
1022665,11,10,WF,0.5,0,33995,11 Oct 2024 14:00,GWIS
1022665,11,11,WF,0.5,0,34065,11 Oct 2024 18:00,GWIS
1022668,8,1,WF,0.5,3,5552,09 Oct 2024 14:00,GWIS
1022668,8,2,WF,0.5,3,5826,09 Oct 2024 18:00,GWIS
1022668,8,3,WF,0.5,3,6270,10 Oct 2024 06:00,GWIS
1022668,8,4,WF,0.5,3,7074,10 Oct 2024 10:00,GWIS
1022668,8,5,WF,0.5,3,7214,10 Oct 2024 14:00,GWIS
1022668,8,6,WF,0.5,3,7308,10 Oct 2024 18:00,GWIS
1022668,8,7,WF,0.5,3,8249,11 Oct 2024 02:00,GWIS
1022668,8,8,WF,0.5,3,8296,12 Oct 2024 18:00,GWIS
1022669,8,1,WF,0.5,0,7568,09 Oct 2024 14:00,GWIS
1022669,8,2,WF,0.5,0,7573,09 Oct 2024 18:00,GWIS
1022669,8,3,WF,0.5,0,7907,09 Oct 2024 22:00,GWIS
1022669,8,4,WF,0.5,0,7908,10 Oct 2024 06:00,GWIS
1022669,8,5,WF,0.5,0,8053,10 Oct 2024 10:00,GWIS
1022669,8,6,WF,0.5,0,8250,11 Oct 2024 06:00,GWIS
1022669,8,7,WF,0.5,0,8291,12 Oct 2024 10:00,GWIS
1022669,8,8,WF,0.5,0,8291,12 Oct 2024 18:00,GWIS
1022671,9,1,WF,0.5,0,6913,10 Oct 2024 02:00,GWIS
1022671,9,2,WF,0.5,0,7112,10 Oct 2024 14:00,GWIS
1022671,9,3,WF,0.5,0,8522,11 Oct 2024 02:00,GWIS
1022671,9,4,WF,0.5,0,8663,11 Oct 2024 10:00,GWIS
1022671,9,5,WF,0.5,0,8825,11 Oct 2024 14:00,GWIS
1022671,9,6,WF,0.5,0,9077,11 Oct 2024 18:00,GWIS
1022671,9,7,WF,0.5,0,9353,11 Oct 2024 22:00,GWIS
1022671,9,8,WF,0.5,0,9538,12 Oct 2024 14:00,GWIS
1022671,9,9,WF,0.5,0,9725,12 Oct 2024 18:00,GWIS
1022672,4,1,WF,0.5,1,5040,10 Oct 2024 10:00,GWIS
1022672,4,2,WF,0.5,1,5118,10 Oct 2024 14:00,GWIS
1022672,4,3,WF,0.5,1,5312,11 Oct 2024 14:00,GWIS
1022672,4,4,WF,0.5,1,5561,11 Oct 2024 18:00,GWIS
1022674,8,1,WF,0.5,0,6082,10 Oct 2024 06:00,GWIS
1022674,8,2,WF,0.5,0,6482,10 Oct 2024 14:00,GWIS
1022674,8,3,WF,0.5,0,6502,10 Oct 2024 18:00,GWIS
1022674,8,4,WF,0.5,0,6594,10 Oct 2024 22:00,GWIS
1022674,8,5,WF,0.5,0,6719,11 Oct 2024 10:00,GWIS
1022674,8,6,WF,0.5,0,6722,11 Oct 2024 18:00,GWIS
1022674,8,7,WF,0.5,0,6745,12 Oct 2024 06:00,GWIS
1022674,8,8,WF,0.5,0,6951,13 Oct 2024 18:00,GWIS
1022675,13,1,WF,0.5,249,5987,10 Oct 2024 06:00,GWIS
1022675,13,2,WF,0.5,56,8841,10 Oct 2024 10:00,GWIS
1022675,13,3,WF,0.5,56,8870,10 Oct 2024 14:00,GWIS
1022675,13,4,WF,0.5,56,9025,10 Oct 2024 18:00,GWIS
1022675,13,5,WF,0.5,56,10232,10 Oct 2024 22:00,GWIS
1022675,13,6,WF,0.5,56,10918,11 Oct 2024 06:00,GWIS
1022675,13,7,WF,0.5,56,12319,11 Oct 2024 10:00,GWIS
1022675,13,8,WF,0.5,56,12799,11 Oct 2024 14:00,GWIS
1022675,13,9,WF,0.5,56,12851,11 Oct 2024 18:00,GWIS
1022675,13,10,WF,0.5,56,15310,11 Oct 2024 22:00,GWIS
1022675,13,11,WF,0.5,56,15680,12 Oct 2024 06:00,GWIS
1022675,13,12,WF,0.5,56,17704,12 Oct 2024 14:00,GWIS
1022675,13,13,WF,0.5,56,17848,12 Oct 2024 18:00,GWIS
1022676,2,1,WF,0.5,5,5067,10 Oct 2024 06:00,GWIS
1022676,2,2,WF,0.5,5,5068,11 Oct 2024 18:00,GWIS
1022677,6,1,WF,0.5,0,6967,10 Oct 2024 10:00,GWIS
1022677,6,2,WF,0.5,0,7115,10 Oct 2024 18:00,GWIS
1022677,6,3,WF,0.5,0,7571,11 Oct 2024 06:00,GWIS
1022677,6,4,WF,0.5,0,7685,11 Oct 2024 10:00,GWIS
1022677,6,5,WF,0.5,0,8584,11 Oct 2024 18:00,GWIS
1022677,6,6,WF,0.5,0,8901,14 Oct 2024 10:00,GWIS
1022678,8,1,WF,0.5,0,7200,10 Oct 2024 10:00,GWIS
1022678,8,2,WF,0.5,0,8301,10 Oct 2024 18:00,GWIS
1022678,8,3,WF,0.5,0,9898,10 Oct 2024 22:00,GWIS
1022678,8,4,WF,0.5,0,10085,11 Oct 2024 06:00,GWIS
1022678,8,5,WF,0.5,0,11113,11 Oct 2024 10:00,GWIS
1022678,8,6,WF,0.5,0,11285,11 Oct 2024 14:00,GWIS
1022678,8,7,WF,0.5,0,11296,11 Oct 2024 18:00,GWIS
1022678,8,8,WF,0.5,0,11600,14 Oct 2024 10:00,GWIS
1022679,2,1,WF,0.5,71,8525,10 Oct 2024 10:00,GWIS
1022679,2,2,WF,0.5,71,8596,14 Oct 2024 10:00,GWIS
1022680,12,1,WF,0.5,0,5405,10 Oct 2024 10:00,GWIS
1022680,12,2,WF,0.5,0,5759,10 Oct 2024 18:00,GWIS
1022680,12,3,WF,0.5,0,7204,10 Oct 2024 22:00,GWIS
1022680,12,4,WF,0.5,0,7240,11 Oct 2024 06:00,GWIS
1022680,12,5,WF,0.5,0,11591,11 Oct 2024 10:00,GWIS
1022680,12,6,WF,0.5,0,11794,11 Oct 2024 18:00,GWIS
1022680,12,7,WF,0.5,0,12127,11 Oct 2024 22:00,GWIS
1022680,12,8,WF,0.5,0,12293,12 Oct 2024 06:00,GWIS
1022680,12,9,WF,0.5,0,13348,12 Oct 2024 18:00,GWIS
1022680,12,10,WF,0.5,0,13552,13 Oct 2024 06:00,GWIS
1022680,12,11,WF,0.5,0,13882,13 Oct 2024 10:00,GWIS
1022680,12,12,WF,0.5,0,14120,13 Oct 2024 18:00,GWIS
1022681,4,1,WF,0.5,0,8478,10 Oct 2024 10:00,GWIS
1022681,4,2,WF,0.5,0,8583,11 Oct 2024 10:00,GWIS
1022681,4,3,WF,0.5,0,8605,12 Oct 2024 14:00,GWIS
1022681,4,4,WF,0.5,0,8673,12 Oct 2024 18:00,GWIS
1022682,7,1,WF,0.5,0,10977,10 Oct 2024 10:00,GWIS
1022682,7,2,WF,0.5,0,11655,10 Oct 2024 18:00,GWIS
1022682,7,3,WF,0.5,0,15290,10 Oct 2024 22:00,GWIS
1022682,7,4,WF,0.5,0,15445,11 Oct 2024 06:00,GWIS
1022682,7,5,WF,0.5,0,24362,11 Oct 2024 10:00,GWIS
1022682,7,6,WF,0.5,0,25612,11 Oct 2024 14:00,GWIS
1022682,7,7,WF,0.5,0,25627,11 Oct 2024 18:00,GWIS
1022683,10,1,WF,0.5,0,5218,10 Oct 2024 14:00,GWIS
1022683,10,2,WF,0.5,0,6061,10 Oct 2024 18:00,GWIS
1022683,10,3,WF,0.5,0,7927,11 Oct 2024 06:00,GWIS
