Event_id,Episode,Name,IATA_Code,Elevation_in_m,Usage,Runway_type,IFR,Runway_Length_in_ft,Distance
1000024,1,Retalhuleu,,200,Civ.,Paved,No,4900,88 km
1000025,1,Adak Naf,ADK,5,Mil.,Paved,Yes,7700,42 km
1000026,1,La Aurora,GUA,1509,Civ.,Paved,Yes,9800,40 km
1000026,1,El Naranjo,ENJ,unknown,,,,0,42 km
1000026,1,San Jose,,9,Civ.,Paved,No,6500,60 km
1000026,1,Quezaltenango,,2363,,,,0,80 km
1000026,1,Retalhuleu,,200,Civ.,Paved,No,4900,88 km
1000027,1,Adisucipto,JOG,107,Mil.,Paved,Yes,7200,27 km
1000027,1,Adi Sumarmo Wiryokusumo,SOC,106,Civ.,Paved,Yes,8500,34 km
1000027,1,Achmad Yani,SRG,3,Mil.,Paved,Yes,6000,63 km
1000029,1,Polonia,MES,27,Civ.,Paved,Yes,9500,53 km
1000030,1,Adisucipto,JOG,107,Mil.,Paved,Yes,7200,27 km
1000030,1,Adi Sumarmo Wiryokusumo,SOC,106,Civ.,Paved,Yes,8500,34 km
1000030,1,Achmad Yani,SRG,3,Mil.,Paved,Yes,6000,63 km
1000031,41,La Palma,SPC,33,Civ.,Paved,Yes,7200,10 km
1000031,41,Hierro,VDE,31,Civ.,Paved,Yes,4100,84 km
1000031,41,La Gomera,GMZ,218,Civ.,Paved,No,4900,85 km
1000032,1,Rainshed,,1219,,,,0,3 km
1000032,1,Mountain View Airstrip,,457,,,,0,23 km
1000032,1,Pahala Airstrip,,364,,,,0,30 km
1000032,1,Upper Paauau,,792,,,,0,32 km
1000032,1,Hilo Hospital,,148,,,,0,35 km
1000032,1,Mauna Kea-Honolii,,427,,,,0,41 km
1000032,1,Hilo International,ITO,12,Civ.,Paved,Yes,9800,42 km
1000032,1,Kaalaiki Airstrip,,599,,,,0,45 km
1000032,1,Bradshaw AAF,BSF,1886,Civ.,Paved,No,3600,47 km
1000032,1,Pepeekeo Airstrip,,206,,,,0,50 km
1000032,1,Peleau,,332,,,,0,55 km
1000032,1,Lucy Henriques Medical Center,,853,,,,0,62 km
1000032,1,Upper Paauilo Airstrip,,463,,,,0,68 km
1000032,1,Puu Waa Waa Ranch,,686,,,,0,72 km
1000032,1,Kamuela,MUE,814,Civ.,Paved,No,5100,76 km
1000032,1,Honokaa Airstrip,,439,,,,0,77 km
1000032,1,Waikoloa,,33,,,,0,81 km
1000032,1,Kaupulehu,,13,,,,0,86 km
1000032,1,Keahole,KOA,13,Civ.,Paved,Yes,11000,87 km
1000033,4,Awar,AWR,unknown,,,,0,21 km
1000033,4,Daup,DAF,unknown,,,,0,73 km
1000033,4,Josephstaal,JOP,68,,,,0,74 km
1000033,4,Wanuma,WNU,unknown,,,,0,96 km
1000034,1,Tito Menniti,REG,26,Civ.,Paved,Yes,6900,71 km
1000035,5,Abdulrachman Saleh,MLG,526,Civ.,Paved,No,6400,31 km
1000035,5,Juanda,SUB,3,Civ.,Paved,Yes,9800,82 km
